filename,width,height,class,xmin,ymin,xmax,ymax
001207.jpg,500,375,bird,125,77,500,375
001211.jpg,409,500,cat,267,215,409,500
001211.jpg,409,500,dog,1,9,224,281
001211.jpg,409,500,chair,4,125,364,500
001212.jpg,500,375,person,107,166,299,329
001212.jpg,500,375,person,207,25,355,159
001212.jpg,500,375,person,277,67,357,226
001212.jpg,500,375,person,375,78,500,370
001212.jpg,500,375,pottedplant,401,28,467,125
001212.jpg,500,375,pottedplant,376,57,430,129
001212.jpg,500,375,pottedplant,178,3,238,56
001214.jpg,500,375,chair,43,187,141,354
001214.jpg,500,375,chair,1,227,46,375
001214.jpg,500,375,tvmonitor,203,144,244,203
001214.jpg,500,375,tvmonitor,122,150,205,209
001214.jpg,500,375,sofa,240,165,500,375
001224.jpg,500,333,bicycle,101,153,187,280
001224.jpg,500,333,bicycle,215,166,302,284
001224.jpg,500,333,bicycle,328,173,433,305
001224.jpg,500,333,bicycle,274,156,355,262
001224.jpg,500,333,person,95,78,189,223
001224.jpg,500,333,person,206,82,298,248
001224.jpg,500,333,person,326,91,433,247
001224.jpg,500,333,person,274,87,349,238
001224.jpg,500,333,person,104,2,135,79
001224.jpg,500,333,person,370,1,397,64
001225.jpg,387,500,dog,100,212,303,414
001226.jpg,500,333,dog,105,50,499,274
001229.jpg,500,375,bottle,208,91,413,214
001229.jpg,500,375,person,15,75,429,375
001229.jpg,500,375,person,348,157,500,375
001231.jpg,500,375,chair,223,127,307,213
001231.jpg,500,375,chair,54,142,181,263
001231.jpg,500,375,sofa,295,177,500,375
001233.jpg,333,500,cat,64,143,257,500
001234.jpg,260,500,person,70,14,182,443
001234.jpg,260,500,person,33,167,190,500
001234.jpg,260,500,dog,1,425,62,475
001234.jpg,260,500,tvmonitor,3,280,71,384
001236.jpg,500,399,horse,69,111,432,362
001236.jpg,500,399,person,223,28,309,253
001239.jpg,500,375,dog,108,60,320,160
001239.jpg,500,375,dog,228,138,381,375
001239.jpg,500,375,dog,118,94,286,307
001240.jpg,500,375,person,1,1,135,374
001240.jpg,500,375,person,22,159,427,375
001240.jpg,500,375,person,344,252,500,375
001247.jpg,500,334,boat,237,109,459,167
001248.jpg,500,375,person,1,59,68,292
001248.jpg,500,375,person,236,29,277,269
001248.jpg,500,375,person,273,43,293,78
001248.jpg,500,375,person,256,32,334,253
001248.jpg,500,375,person,281,61,346,305
001248.jpg,500,375,person,331,45,372,304
001248.jpg,500,375,person,353,21,429,333
001248.jpg,500,375,person,397,20,497,345
001248.jpg,500,375,person,135,230,178,278
001248.jpg,500,375,person,75,238,121,281
001250.jpg,432,288,bird,172,97,255,192
001258.jpg,500,375,car,101,92,423,287
001258.jpg,500,375,car,307,103,414,180
001260.jpg,500,375,bird,167,85,245,140
001265.jpg,327,500,person,8,44,313,469
001266.jpg,500,332,motorbike,1,88,477,332
001266.jpg,500,332,person,128,22,315,332
001266.jpg,500,332,person,281,2,500,332
001268.jpg,500,333,car,29,90,323,245
001268.jpg,500,333,car,265,62,489,178
001270.jpg,500,357,aeroplane,31,126,448,234
001272.jpg,500,414,bottle,182,87,242,202
001272.jpg,500,414,bottle,181,154,300,264
001272.jpg,500,414,person,103,22,469,414
001273.jpg,440,500,bird,53,132,392,419
001274.jpg,375,500,cat,138,196,230,344
001277.jpg,500,332,aeroplane,2,31,500,289
001279.jpg,375,500,person,39,32,216,450
001279.jpg,375,500,person,121,224,264,441
001279.jpg,375,500,person,24,165,373,500
001279.jpg,375,500,chair,315,353,375,500
001287.jpg,500,401,horse,2,127,198,305
001287.jpg,500,401,person,178,103,500,401
001288.jpg,500,342,aeroplane,68,76,426,209
001288.jpg,500,342,aeroplane,357,272,497,317
001288.jpg,500,342,aeroplane,196,272,316,314
001292.jpg,500,375,bottle,363,180,412,344
001292.jpg,500,375,person,61,63,308,338
001292.jpg,500,375,person,242,45,266,103
001292.jpg,500,375,person,186,69,215,89
001292.jpg,500,375,car,154,62,225,97
001293.jpg,500,492,dog,3,14,451,491
001294.jpg,500,375,car,324,151,404,210
001294.jpg,500,375,car,93,161,123,179
001294.jpg,500,375,car,1,161,26,181
001294.jpg,500,375,car,237,163,252,172
001299.jpg,429,500,cow,39,26,229,412
001299.jpg,429,500,cow,211,240,319,408
001299.jpg,429,500,cow,318,221,408,435
001304.jpg,333,500,person,143,184,175,264
001304.jpg,333,500,bicycle,142,225,174,288
001310.jpg,500,375,sheep,163,198,284,338
001310.jpg,500,375,person,263,90,381,326
001310.jpg,500,375,person,67,110,104,199
001310.jpg,500,375,person,19,132,43,166
001310.jpg,500,375,sheep,19,164,61,206
001312.jpg,500,375,cow,1,1,480,318
001314.jpg,500,333,cat,68,2,369,323
001315.jpg,300,400,sofa,2,217,300,334
001315.jpg,300,400,person,42,51,237,334
001316.jpg,500,375,dog,150,61,500,374
001323.jpg,500,375,train,33,188,481,322
001324.jpg,500,333,dog,57,44,156,333
001324.jpg,500,333,dog,206,35,403,315
001325.jpg,500,379,boat,79,151,351,261
001325.jpg,500,379,boat,288,166,471,251
001325.jpg,500,379,boat,382,4,494,119
001325.jpg,500,379,boat,5,293,259,354
001325.jpg,500,379,boat,138,324,493,373
001325.jpg,500,379,boat,365,293,492,353
001325.jpg,500,379,person,222,119,270,176
001325.jpg,500,379,boat,256,286,452,339
001325.jpg,500,379,boat,24,184,124,231
001330.jpg,500,375,car,176,172,210,213
001330.jpg,500,375,car,297,164,334,184
001330.jpg,500,375,car,167,164,342,310
001330.jpg,500,375,person,140,159,172,287
001333.jpg,500,375,motorbike,156,176,203,242
001333.jpg,500,375,person,189,127,215,197
001333.jpg,500,375,person,155,139,202,196
001334.jpg,500,375,car,16,70,489,288
001334.jpg,500,375,car,472,104,500,125
001334.jpg,500,375,car,4,97,68,119
001334.jpg,500,375,car,43,96,96,115
001334.jpg,500,375,car,102,95,132,124
001341.jpg,500,377,bird,114,65,450,308
001348.jpg,500,333,bird,163,52,313,210
001360.jpg,500,326,car,7,91,448,272
001362.jpg,333,500,sofa,2,40,332,500
001378.jpg,383,500,person,1,176,189,481
001378.jpg,383,500,bird,182,90,350,404
001383.jpg,500,375,train,100,138,431,312
001388.jpg,500,414,sofa,2,2,500,414
001388.jpg,500,414,person,61,9,432,400
001390.jpg,500,333,person,196,55,228,184
001390.jpg,500,333,person,70,55,114,230
001390.jpg,500,333,person,235,62,281,187
001390.jpg,500,333,sofa,1,142,77,333
001390.jpg,500,333,person,269,57,319,202
001393.jpg,500,375,diningtable,61,194,325,375
001393.jpg,500,375,chair,2,194,78,374
001393.jpg,500,375,person,289,140,480,375
001393.jpg,500,375,person,291,130,400,355
001393.jpg,500,375,person,197,124,285,199
001393.jpg,500,375,person,15,131,133,375
001393.jpg,500,375,bottle,260,164,280,213
001393.jpg,500,375,bottle,232,165,246,202
001393.jpg,500,375,bottle,213,164,230,209
001393.jpg,500,375,bottle,206,176,221,216
001393.jpg,500,375,bottle,196,189,210,232
001393.jpg,500,375,person,134,180,250,375
001397.jpg,333,500,dog,128,121,214,263
001400.jpg,375,500,aeroplane,121,199,340,318
001402.jpg,500,375,sofa,213,66,443,301
001402.jpg,500,375,sofa,1,118,369,375
001402.jpg,500,375,bicycle,433,51,494,124
001404.jpg,500,375,cat,57,22,443,361
001405.jpg,332,500,horse,83,59,273,435
001405.jpg,332,500,person,135,89,271,453
001408.jpg,333,500,bottle,114,245,178,448
001408.jpg,333,500,person,56,107,230,387
001408.jpg,333,500,bottle,20,68,50,167
001408.jpg,333,500,person,210,1,333,108
001408.jpg,333,500,person,84,87,333,366
001408.jpg,333,500,pottedplant,119,1,184,130
001409.jpg,500,333,car,226,74,464,240
001409.jpg,500,333,person,298,93,325,122
001409.jpg,500,333,person,348,92,395,123
001414.jpg,500,375,person,15,87,43,196
001414.jpg,500,375,person,40,88,65,128
001414.jpg,500,375,person,324,84,362,130
001414.jpg,500,375,person,428,86,465,153
001414.jpg,500,375,person,475,93,500,234
001414.jpg,500,375,car,40,64,458,313
001418.jpg,405,480,dog,32,34,344,473
001420.jpg,500,332,horse,192,109,340,270
001420.jpg,500,332,person,281,80,364,268
001420.jpg,500,332,pottedplant,436,148,500,306
001421.jpg,375,500,person,189,1,372,438
001421.jpg,375,500,person,116,181,374,476
001421.jpg,375,500,chair,1,295,107,401
001421.jpg,375,500,diningtable,3,385,375,500
001427.jpg,369,500,bicycle,153,199,270,341
001427.jpg,369,500,bicycle,249,159,332,275
001427.jpg,369,500,person,229,58,319,266
001427.jpg,369,500,person,159,114,267,297
001430.jpg,500,375,diningtable,1,269,250,374
001430.jpg,500,375,person,100,154,235,286
001430.jpg,500,375,person,211,146,303,352
001430.jpg,500,375,person,245,154,398,374
001430.jpg,500,375,pottedplant,56,174,100,220
001430.jpg,500,375,tvmonitor,316,1,418,66
001430.jpg,500,375,pottedplant,344,83,428,214
001432.jpg,500,375,car,2,2,499,375
001441.jpg,500,376,chair,342,220,419,290
001441.jpg,500,376,chair,469,275,500,376
001441.jpg,500,376,chair,436,301,479,376
001441.jpg,500,376,chair,178,237,242,324
001441.jpg,500,376,chair,101,254,186,356
001441.jpg,500,376,chair,85,353,172,376
001441.jpg,500,376,diningtable,136,277,446,376
001443.jpg,500,374,cat,33,32,314,373
001443.jpg,500,374,chair,1,95,124,374
001445.jpg,500,375,bus,114,105,455,267
001445.jpg,500,375,person,488,160,500,217
001445.jpg,500,375,person,465,164,484,217
001445.jpg,500,375,car,80,170,116,206
001445.jpg,500,375,car,79,162,97,171
001445.jpg,500,375,car,1,204,220,338
001450.jpg,500,331,person,183,70,330,253
001450.jpg,500,331,motorbike,185,110,336,251
001453.jpg,500,375,bird,176,29,297,306
001455.jpg,500,374,bicycle,125,176,345,374
001455.jpg,500,374,person,147,124,300,345
001455.jpg,500,374,person,51,125,92,187
001455.jpg,500,374,person,100,122,153,182
001455.jpg,500,374,car,415,89,500,126
001457.jpg,500,375,sofa,136,121,350,264
001457.jpg,500,375,chair,432,212,500,375
001460.jpg,500,333,person,138,68,225,242
001460.jpg,500,333,bicycle,119,128,315,282
001463.jpg,500,375,boat,89,4,333,342
001463.jpg,500,375,person,289,284,305,314
001464.jpg,500,215,pottedplant,31,91,60,122
001464.jpg,500,215,pottedplant,61,92,87,123
001464.jpg,500,215,pottedplant,89,92,121,123
001464.jpg,500,215,pottedplant,75,28,115,93
001464.jpg,500,215,pottedplant,122,73,146,91
001464.jpg,500,215,pottedplant,120,91,150,122
001464.jpg,500,215,pottedplant,150,91,178,122
001464.jpg,500,215,pottedplant,178,87,208,107
001464.jpg,500,215,pottedplant,206,85,233,109
001464.jpg,500,215,pottedplant,232,83,261,108
001464.jpg,500,215,pottedplant,259,69,287,103
001464.jpg,500,215,pottedplant,288,58,320,104
001464.jpg,500,215,pottedplant,315,59,347,95
001464.jpg,500,215,pottedplant,342,50,376,87
001464.jpg,500,215,pottedplant,368,43,394,81
001464.jpg,500,215,pottedplant,391,37,415,72
001464.jpg,500,215,pottedplant,412,19,434,65
001464.jpg,500,215,pottedplant,335,115,358,129
001464.jpg,500,215,pottedplant,351,126,376,155
001464.jpg,500,215,pottedplant,310,108,340,135
001464.jpg,500,215,pottedplant,287,116,316,143
001464.jpg,500,215,pottedplant,263,97,298,120
001464.jpg,500,215,pottedplant,224,103,258,140
001464.jpg,500,215,pottedplant,169,98,222,141
001464.jpg,500,215,pottedplant,127,120,171,148
001464.jpg,500,215,pottedplant,70,119,125,160
001464.jpg,500,215,pottedplant,327,129,355,156
001464.jpg,500,215,pottedplant,323,150,354,186
001464.jpg,500,215,pottedplant,292,158,323,190
001464.jpg,500,215,pottedplant,269,140,295,178
001464.jpg,500,215,pottedplant,227,139,266,184
001464.jpg,500,215,pottedplant,196,140,218,153
001464.jpg,500,215,pottedplant,173,138,195,155
001464.jpg,500,215,pottedplant,211,151,229,176
001464.jpg,500,215,pottedplant,176,152,214,188
001464.jpg,500,215,pottedplant,145,147,176,188
001464.jpg,500,215,pottedplant,70,153,149,213
001466.jpg,500,333,car,2,114,452,264
001467.jpg,500,375,dog,253,81,475,241
001468.jpg,400,267,cow,138,64,250,256
001468.jpg,400,267,cow,22,106,166,237
001468.jpg,400,267,cow,214,110,254,209
001472.jpg,500,375,car,75,102,408,349
001472.jpg,500,375,car,267,89,500,248
001472.jpg,500,375,car,58,73,105,118
001472.jpg,500,375,car,122,76,179,107
001472.jpg,500,375,car,190,75,253,107
001472.jpg,500,375,car,249,78,312,103
001472.jpg,500,375,car,308,79,344,96
001472.jpg,500,375,car,293,71,327,82
001472.jpg,500,375,car,1,73,26,120
001472.jpg,500,375,person,43,58,75,128
001472.jpg,500,375,person,458,65,474,99
001472.jpg,500,375,person,439,61,458,99
001472.jpg,500,375,person,356,64,373,87
001472.jpg,500,375,person,284,56,304,102
001472.jpg,500,375,person,106,61,125,110
001472.jpg,500,375,person,172,60,185,101
001472.jpg,500,375,person,196,66,210,85
001472.jpg,500,375,person,153,64,162,77
001472.jpg,500,375,person,163,64,173,88
001475.jpg,500,362,motorbike,49,154,500,362
001475.jpg,500,362,person,235,79,438,354
001479.jpg,500,375,person,144,88,500,375
001479.jpg,500,375,pottedplant,337,45,470,166
001484.jpg,476,300,boat,1,1,243,125
001484.jpg,476,300,person,251,141,278,172
001486.jpg,500,375,cat,110,61,461,269
001488.jpg,500,333,car,254,152,385,204
001490.jpg,500,333,dog,199,105,382,326
001490.jpg,500,333,bottle,296,111,326,171
001490.jpg,500,333,bottle,276,107,303,166
001492.jpg,500,334,car,185,168,487,316
001492.jpg,500,334,car,45,157,104,187
001492.jpg,500,334,car,1,158,43,189
001492.jpg,500,334,car,394,130,419,147
001492.jpg,500,334,car,357,130,390,149
001497.jpg,500,375,boat,227,1,500,80
001497.jpg,500,375,boat,62,25,140,48
001497.jpg,500,375,boat,1,27,32,64
001497.jpg,500,375,boat,1,93,135,133
001497.jpg,500,375,boat,164,129,328,163
001497.jpg,500,375,boat,40,111,173,164
001497.jpg,500,375,boat,139,138,415,199
001497.jpg,500,375,boat,62,47,132,84
001498.jpg,375,500,person,51,14,359,500
001498.jpg,375,500,person,2,224,93,487
001499.jpg,500,375,person,212,223,238,300
001499.jpg,500,375,person,292,255,304,273
001499.jpg,500,375,person,238,233,244,247
001501.jpg,500,374,bicycle,327,187,366,257
001501.jpg,500,374,person,330,148,376,244
001512.jpg,500,333,bird,160,130,435,232
001521.jpg,375,500,person,45,396,188,500
001521.jpg,375,500,person,134,131,230,462
001521.jpg,375,500,horse,195,164,292,422
001522.jpg,500,375,bottle,309,46,377,241
001522.jpg,500,375,bottle,217,100,272,247
001528.jpg,383,500,bird,46,76,372,348
001536.jpg,500,375,tvmonitor,62,57,406,322
001536.jpg,500,375,person,112,172,309,281
001537.jpg,500,332,person,414,87,500,243
001537.jpg,500,332,diningtable,363,241,500,313
001537.jpg,500,332,person,104,16,367,332
001537.jpg,500,332,bottle,385,212,408,278
001539.jpg,500,375,bicycle,102,167,357,350
001543.jpg,500,375,tvmonitor,1,156,117,253
001543.jpg,500,375,sofa,292,172,500,350
001557.jpg,500,139,aeroplane,36,3,379,107
001557.jpg,500,139,person,399,79,421,125
001559.jpg,360,480,car,197,185,224,215
001559.jpg,360,480,car,146,175,183,226
001559.jpg,360,480,car,131,190,149,203
001563.jpg,500,333,diningtable,12,201,385,333
001563.jpg,500,333,person,344,110,446,273
001563.jpg,500,333,person,262,86,360,199
001563.jpg,500,333,person,130,125,200,202
001563.jpg,500,333,person,212,131,288,202
001563.jpg,500,333,person,5,110,132,333
001563.jpg,500,333,bottle,72,168,95,237
001563.jpg,500,333,bottle,109,177,126,217
001563.jpg,500,333,bottle,127,174,143,210
001563.jpg,500,333,bottle,261,174,278,204
001563.jpg,500,333,chair,398,191,488,283
001565.jpg,500,332,train,98,107,461,243
001565.jpg,500,332,train,1,115,87,218
001571.jpg,500,331,person,150,2,481,330
001571.jpg,500,331,person,113,7,256,331
001571.jpg,500,331,person,103,1,253,242
001571.jpg,500,331,person,212,1,270,65
001576.jpg,500,375,car,51,172,458,280
001577.jpg,500,375,chair,414,86,486,164
001577.jpg,500,375,diningtable,180,92,429,163
001577.jpg,500,375,diningtable,104,163,500,375
001577.jpg,500,375,person,1,3,220,344
001577.jpg,500,375,person,79,1,225,177
001577.jpg,500,375,person,268,33,316,74
001577.jpg,500,375,person,313,12,363,108
001577.jpg,500,375,person,362,3,427,124
001577.jpg,500,375,person,424,36,456,76
001577.jpg,500,375,chair,477,75,500,148
001579.jpg,375,500,bicycle,1,302,217,500
001579.jpg,375,500,bicycle,36,254,324,441
001579.jpg,375,500,person,114,135,269,406
001579.jpg,375,500,person,1,157,128,479
001580.jpg,500,375,sofa,3,156,483,368
001580.jpg,500,375,pottedplant,1,82,43,273
001580.jpg,500,375,bottle,167,224,210,375
001580.jpg,500,375,bottle,138,252,195,375
001582.jpg,500,375,cat,338,176,500,365
001582.jpg,500,375,cat,1,78,124,168
001586.jpg,480,398,horse,28,54,429,329
001586.jpg,480,398,person,211,40,331,237
001590.jpg,375,500,bottle,148,223,231,450
001590.jpg,375,500,tvmonitor,303,40,375,324
001595.jpg,500,375,bus,268,162,442,296
001595.jpg,500,375,bus,40,158,275,288
001598.jpg,500,333,sheep,269,262,312,311
001598.jpg,500,333,sheep,222,252,247,297
001598.jpg,500,333,sheep,168,258,198,291
001598.jpg,500,333,sheep,150,243,173,267
001598.jpg,500,333,sheep,4,255,33,274
001598.jpg,500,333,sheep,355,234,380,248
001598.jpg,500,333,sheep,143,245,160,255
001598.jpg,500,333,sheep,107,240,124,253
001598.jpg,500,333,sheep,38,246,61,261
001598.jpg,500,333,sheep,15,248,31,262
001598.jpg,500,333,sheep,325,227,339,238
001598.jpg,500,333,sheep,386,225,400,237
001598.jpg,500,333,sheep,414,228,431,242
001598.jpg,500,333,sheep,447,227,463,238
001598.jpg,500,333,sheep,472,223,486,237
001603.jpg,500,333,person,320,125,383,199
001603.jpg,500,333,person,371,45,422,108
001603.jpg,500,333,person,1,154,15,218
001603.jpg,500,333,bicycle,362,71,450,111
001603.jpg,500,333,bicycle,312,160,414,214
001603.jpg,500,333,bicycle,1,180,42,216
001608.jpg,500,375,person,3,1,500,375
001614.jpg,500,375,cow,158,43,436,372
001614.jpg,500,375,cow,100,231,154,319
001614.jpg,500,375,cow,416,100,500,364
001614.jpg,500,375,cow,367,252,440,315
001617.jpg,500,331,motorbike,351,42,471,106
001617.jpg,500,331,motorbike,334,116,500,331
001617.jpg,500,331,motorbike,181,133,358,322
001617.jpg,500,331,person,192,100,348,265
001617.jpg,500,331,person,320,67,493,279
001617.jpg,500,331,person,343,4,416,100
001617.jpg,500,331,person,170,56,271,159
001617.jpg,500,331,person,209,45,292,100
001622.jpg,375,500,bicycle,211,299,235,419
001622.jpg,375,500,person,200,238,247,391
001622.jpg,375,500,person,156,253,167,291
001622.jpg,375,500,person,139,252,153,291
001622.jpg,375,500,car,1,247,149,418
001622.jpg,375,500,car,3,350,57,473
001622.jpg,375,500,car,195,265,205,298
001628.jpg,480,394,horse,104,74,420,344
001628.jpg,480,394,person,200,55,320,217
001632.jpg,500,375,horse,11,103,450,371
001633.jpg,500,375,diningtable,71,177,419,373
001633.jpg,500,375,chair,206,210,388,374
001633.jpg,500,375,chair,116,165,263,364
001636.jpg,500,375,bicycle,59,123,121,216
001638.jpg,500,333,aeroplane,187,83,337,236
001640.jpg,500,375,car,47,23,461,358
001640.jpg,500,375,car,451,75,500,127
001640.jpg,500,375,person,413,39,441,131
001640.jpg,500,375,car,397,52,460,106
001640.jpg,500,375,person,50,56,64,90
001642.jpg,381,463,dog,11,2,331,463
001651.jpg,375,500,person,63,121,342,500
001651.jpg,375,500,chair,241,274,364,500
001653.jpg,500,375,train,178,119,346,302
001653.jpg,500,375,train,1,95,156,351
001654.jpg,500,375,bicycle,1,135,32,261
001654.jpg,500,375,bicycle,28,169,86,248
001654.jpg,500,375,bicycle,111,181,179,261
001654.jpg,500,375,bicycle,137,164,303,303
001654.jpg,500,375,bicycle,253,187,433,316
001654.jpg,500,375,person,274,100,402,275
001654.jpg,500,375,person,145,66,284,266
001654.jpg,500,375,person,28,121,85,214
001654.jpg,500,375,person,2,82,29,161
001654.jpg,500,375,person,117,131,167,259
001654.jpg,500,375,car,335,46,364,58
001654.jpg,500,375,car,358,43,382,57
001654.jpg,500,375,car,379,39,400,50
001662.jpg,500,375,car,11,106,482,269
001669.jpg,375,500,cat,21,75,364,337
001673.jpg,500,375,cat,36,110,440,319
001673.jpg,500,375,bottle,418,1,482,131
001676.jpg,500,236,car,30,38,483,219
001677.jpg,500,375,diningtable,110,269,500,375
001677.jpg,500,375,chair,52,230,140,375
001678.jpg,500,333,tvmonitor,373,102,500,228
001678.jpg,500,333,tvmonitor,252,109,349,200
001678.jpg,500,333,person,107,192,256,333
001678.jpg,500,333,person,119,62,157,110
001678.jpg,500,333,chair,111,82,145,113
001678.jpg,500,333,tvmonitor,164,60,195,84
001682.jpg,500,333,person,3,86,372,333
001682.jpg,500,333,person,34,11,500,330
001682.jpg,500,333,bottle,302,60,500,316
001683.jpg,500,375,chair,364,207,403,284
001683.jpg,500,375,chair,323,206,362,280
001683.jpg,500,375,chair,285,206,323,287
001683.jpg,500,375,chair,244,208,288,289
001683.jpg,500,375,diningtable,224,213,430,279
001683.jpg,500,375,chair,392,200,431,279
001684.jpg,500,422,bird,17,6,465,422
001685.jpg,500,375,bird,329,96,468,340
001685.jpg,500,375,bird,118,87,337,372
001688.jpg,500,375,motorbike,61,11,415,373
001690.jpg,500,332,person,333,55,405,286
001690.jpg,500,332,horse,40,101,182,292
001691.jpg,500,375,bus,388,2,500,124
001691.jpg,500,375,bus,273,1,390,78
001691.jpg,500,375,bus,82,2,189,63
001691.jpg,500,375,person,455,23,480,99
001691.jpg,500,375,person,323,29,349,98
001691.jpg,500,375,person,233,32,258,85
001691.jpg,500,375,person,207,29,230,82
001691.jpg,500,375,person,190,46,208,82
001691.jpg,500,375,person,130,32,153,66
001691.jpg,500,375,person,59,27,79,65
001691.jpg,500,375,person,77,18,97,64
001691.jpg,500,375,person,48,26,61,67
001691.jpg,500,375,person,35,29,54,68
001691.jpg,500,375,person,1,18,19,69
001691.jpg,500,375,person,16,20,37,70
001707.jpg,426,500,bird,10,130,378,499
001708.jpg,500,369,aeroplane,6,93,498,245
001714.jpg,332,500,sheep,127,302,208,357
001718.jpg,500,333,dog,97,14,439,333
001721.jpg,500,341,person,229,169,383,341
001721.jpg,500,341,person,229,193,309,324
001721.jpg,500,341,person,409,224,499,309
001721.jpg,500,341,person,371,223,401,273
001721.jpg,500,341,person,474,231,497,243
001723.jpg,333,500,motorbike,82,192,308,476
001723.jpg,333,500,person,78,11,309,372
001729.jpg,500,333,sofa,2,1,128,163
001729.jpg,500,333,pottedplant,119,4,217,96
001729.jpg,500,333,person,284,107,411,280
001729.jpg,500,333,person,126,83,257,285
001729.jpg,500,333,person,9,167,160,333
001729.jpg,500,333,chair,371,63,500,332
001730.jpg,500,375,horse,214,110,376,323
001730.jpg,500,375,person,269,36,341,203
001730.jpg,500,375,person,162,84,239,368
001732.jpg,500,332,boat,33,171,118,225
001732.jpg,500,332,boat,172,143,242,189
001732.jpg,500,332,boat,225,140,259,160
001732.jpg,500,332,boat,252,121,297,142
001732.jpg,500,332,boat,254,105,319,131
001732.jpg,500,332,boat,291,92,340,118
001732.jpg,500,332,boat,327,123,380,159
001732.jpg,500,332,boat,369,150,442,196
001732.jpg,500,332,boat,348,191,444,289
001733.jpg,500,500,sheep,1,270,82,329
001733.jpg,500,500,sheep,236,275,294,326
001733.jpg,500,500,sheep,180,275,235,365
001733.jpg,500,500,sheep,132,261,167,287
001733.jpg,500,500,sheep,104,252,116,269
001733.jpg,500,500,sheep,56,254,82,275
001733.jpg,500,500,sheep,23,263,42,274
001733.jpg,500,500,sheep,8,254,25,271
001733.jpg,500,500,sheep,30,256,45,269
001733.jpg,500,500,sheep,203,256,215,267
001733.jpg,500,500,sheep,165,260,183,281
001733.jpg,500,500,sheep,217,259,231,266
001733.jpg,500,500,sheep,255,264,270,278
001733.jpg,500,500,sheep,270,266,287,276
001733.jpg,500,500,sheep,361,264,376,276
001733.jpg,500,500,sheep,338,262,351,272
001733.jpg,500,500,sheep,324,262,342,274
001733.jpg,500,500,sheep,312,260,323,274
001733.jpg,500,500,sheep,297,259,312,274
001734.jpg,500,375,sheep,100,84,441,313
001738.jpg,500,375,dog,125,68,323,300
001739.jpg,333,500,bird,149,178,214,317
001741.jpg,400,254,cow,1,111,115,251
001741.jpg,400,254,cow,332,133,375,156
001746.jpg,500,375,car,1,236,153,301
001746.jpg,500,375,sofa,188,229,242,260
001746.jpg,500,375,sofa,308,224,374,256
001747.jpg,500,375,cat,92,4,383,375
001752.jpg,375,500,tvmonitor,3,4,375,500
001754.jpg,375,500,bottle,220,304,277,486
001754.jpg,375,500,person,15,54,275,494
001754.jpg,375,500,person,281,146,374,394
001754.jpg,375,500,pottedplant,4,132,55,174
001756.jpg,375,500,diningtable,71,413,375,500
001756.jpg,375,500,chair,346,372,375,426
001756.jpg,375,500,bottle,132,303,175,447
001756.jpg,375,500,person,256,104,363,415
001756.jpg,375,500,person,5,33,262,453
001756.jpg,375,500,chair,26,443,107,500
001758.jpg,374,500,dog,203,227,282,375
001758.jpg,374,500,person,4,108,232,500
001759.jpg,500,375,dog,2,153,197,375
001759.jpg,500,375,person,160,114,366,375
001759.jpg,500,375,person,298,2,500,375
001759.jpg,500,375,person,1,3,300,181
001761.jpg,500,333,aeroplane,27,87,500,273
001768.jpg,375,500,cat,1,63,261,344
001771.jpg,500,375,chair,61,53,188,218
001771.jpg,500,375,chair,228,2,336,120
001771.jpg,500,375,chair,355,67,496,218
001772.jpg,374,500,person,246,195,306,294
001775.jpg,500,333,train,218,101,325,291
001775.jpg,500,333,person,97,229,113,294
001780.jpg,500,333,motorbike,152,75,395,255
001780.jpg,500,333,car,232,3,500,165
001780.jpg,500,333,car,1,26,119,166
001780.jpg,500,333,car,1,1,160,61
001780.jpg,500,333,car,255,1,357,29
001789.jpg,500,375,train,1,84,159,288
001789.jpg,500,375,train,197,98,323,256
001789.jpg,500,375,train,363,73,500,260
001789.jpg,500,375,person,359,206,386,278
001789.jpg,500,375,person,357,234,477,375
001795.jpg,500,375,person,178,141,301,281
001797.jpg,500,375,sofa,1,1,499,372
001797.jpg,500,375,person,5,4,265,375
001797.jpg,500,375,person,176,35,346,255
001799.jpg,500,392,cow,279,19,424,372
001799.jpg,500,392,person,40,69,261,354
001799.jpg,500,392,person,15,13,90,266
001799.jpg,500,392,person,412,89,500,355
001799.jpg,500,392,person,13,287,143,391
001801.jpg,500,375,motorbike,310,194,404,291
001801.jpg,500,375,motorbike,176,175,291,324
001801.jpg,500,375,motorbike,118,174,160,235
001801.jpg,500,375,motorbike,87,163,119,206
001801.jpg,500,375,person,323,156,389,235
001801.jpg,500,375,person,194,143,257,280
001801.jpg,500,375,person,125,151,157,214
001801.jpg,500,375,person,96,151,118,194
001801.jpg,500,375,car,1,163,60,219
001801.jpg,500,375,car,40,159,65,178
001801.jpg,500,375,car,319,174,435,229
001801.jpg,500,375,car,1,206,43,365
001801.jpg,500,375,motorbike,74,162,86,184
001801.jpg,500,375,motorbike,164,168,186,209
001807.jpg,500,333,horse,290,115,411,224
001807.jpg,500,333,horse,201,136,296,216
001807.jpg,500,333,horse,54,105,196,192
001807.jpg,500,333,person,330,100,363,194
001807.jpg,500,333,person,238,103,267,185
001807.jpg,500,333,person,113,85,150,169
001809.jpg,436,500,tvmonitor,9,252,85,367
001809.jpg,436,500,person,19,273,78,341
001809.jpg,436,500,sofa,330,252,431,461
001810.jpg,500,375,tvmonitor,261,170,364,268
001810.jpg,500,375,person,1,51,236,375
